konkordancija;gold_label
zatucan. Njima su heroji oni koji su opljačkali ovaj narod i sebi napunili bankovne račune, a svojim podanicima bacaju mrvice da ih skupljaju. Ajde pusi kurac lipo I ti. Nas si nasa radit debilima. Godinu dana maltretirate narod s Hdz -Sdp;frazeolosko
"maltene srpska kolonija kojom upravlja gubernator Pupovac. Tako da je skoro svejedno. A to da se Hrvatima bacaju mrvice u vidu ""promocije Dujmovićevih knjiga ili nekupovanja Dežulovićevih to je stvarno podcjenjivačko ruganje"".";frazeolosko
stvar. Mozda je tebi i bilo dobro kad je Sanader tija uvaliti Srbima autonomiju u Slavoniji, bolje on nego SDP, ne. A ove mrvice sto hdkenjare bacaju desnicarima, te lipo pokupi i napravi si kolacic od njih. Dok sakon i kapon taj HDZ dili daleko,;frazeolosko
u Hrvatskoj 2017., godine? Na žalost - zaštiti će se Jugoslaveni i četnici, a što se Hrvata tiče, njima će se tek bacati mrvice kao i dosad kojima bi ih se trebalo primiriti da se više ne bune - jer što hoće više pa dobili su svoju Hrvatsku državu (koja;frazeolosko
infantilan kao telac niti da me odvedu u klaonicu ne bih prepoznao mesare. ** GOLUBINJA DUŠA Dok odsutno na trgu bacam mrvice peciva jatu golubova u posve slučajnom društvu hranitelja nitko osim mene nije pomišljao na djecu love li ih ona kao;doslovno
"šećer, možda dođu mravi; ne dođu li, dođi Ti, to je šećer s usana, kuda god krenem, srećem Tebe. Ujutro odšetam do obale, mrvice kruha bacam u more, možda će doći ribe; ne dođu li, dođi Ti, to su mrvice srca; koji god val priđe, vidim Tebe. Ovaj put";doslovno
"Parizu i Berlinu. ""Premijer Plenković očito to ne može jer mu je važnije da sjedi do nogu Merkelice i Macronu i da skuplja mrvice koje oni bacaju sa stola"", kazao je Mrsić."", prenosi Glas Istre. Zaigrani kabinet subota 11.5. Adoptin zaigrani";frazeolosko
". A što je inače trebala? Pokupiti nam lovu i pobacati nas u kazamate? Nije ona nikamo i ništa ""ulagala"" nego nam je bacala mrvice sa stola, s kojeg se ona debelo gozbila. Damo im na milijune, oni nam vrate na cente i to bi kao trebali slaviti i hvaliti?";frazeolosko
puta čeka ga blagostanje. Uzdao se u Svevišnjega. Pa i onda kada bi mu njegovi poslodavci, njegovi gazde, bacali samo mrvice sa svojih stolova, on bi zahvaljivao. Strpljivo podnosio, bez zle primisli, jer Svevišnji sve vidi. Njemu je obećao;frazeolosko
Boga kao kralja. Provodi se obred tašlik tj. simboličko iskupljivanje grijeha pokraj vode na načim da se u vodu bacaju mrvice kruha koje simboliziraju odbacivanje grijeha. Sviranjem u trube(šofar, rog) i oblačenjem u bijelu boju provodi se;doslovno
/portali pišu o temama za kojima čitatelji/ce žude. Uvijek postoji mogućnost da publika 'žudi' jer im mediji bacaju mrvice. Pa hoće još i još informacija jer je to tako jako super! Jer je tako super misliti o sporednim stvarima u životu. Cijeli;frazeolosko
tijekom kojih ne postoje pravila, osim onog jednog – ničiji život nije svet. U prvoj epizodi očekivano se bacaju mrvice gledateljima, a svatko ih tumači na svoj način. Posve je jasno kako Westeros dijeli malo od konačne bitke, koja neće;frazeolosko
""", odlučna je bila Zorana, profersorica engleskog jezika. Uz male plaće, posebno im smeta što im se, kako kažu, bacaju mrvice. Inzistiraju na povećanju koeficijenta i poručuju - odustati neće. ""Smeta nas ta nepravda, što smo na zadnjem mjestu";frazeolosko
što ste prešli iz profesionalne u potpunu invalidnost ali i dalje vam ostaje minimalna braniteljska mirovina. Bacaju mrvice kruha ispod stola braniteljima koji godinama dokazuju svoj status. Takvu mirovinu imaju danas koji donesu dokaze da;frazeolosko
"brzo nauče da je pametnije ne postavljati pitanja. Oni koji se ne žele odreći sjećanja - poput žene koja svaki dan baca mrvice za golubove, starog ribara koji se strasno svađa sa strašilom u svom vrtu ili učiteljice koja djecu uporno ""podučava";doslovno
"nemalu dobit njima, stranci, pojedincima koji ih okružuju, dok građanima koji ih podržavaju i biraju bacaju tek mrvice sa svojih bogatih trpeza. U slučaju Agrokora mrvice su ""sačuvana radna mjesta"" na minimalcu – ako i to bude. Na sreću ne";frazeolosko
. Umirovljenici su, s druge strane, 'robovali' i 'stezali remen'. Dodaju da im se pred izbore obično bacaju mrvice koje jedva da mogu utažiti njihovu glad. – Nije da umirovljenici danas ne cijene to što je nova vlast poslije 30.;frazeolosko
"koju komunizam nikad neće razumjeti – ""preraspodjela"", koja uvijek otima od onog razvojog i produktivnog da bi bacala mrvice siromasima, kojih je svakim danom sve više i sve su siromašniji – upravo zato što se dave napredni i produktivni. dok";frazeolosko
jer je prečvrst bratski zagrljaj neokolonijalista sa zapada koji našim političarima i odabranim tajkunima bacaju mrvice sa stola. Koje je rješenje? Proučavajte Marxa! Otkrit će vam se odgovori. Ako ih svijet traži i pronalazi u Marxu,;frazeolosko
psihologa, a frustracije rješavaju domaćin terapijama. Dida i baka sjede na klupi, dida s guštom baca golubima mrvice kruha, a bakica slasno mlati golubove po glavi s komadom kartona. Dok njihovim vršnjacima na zapadu prijete ulične;doslovno
"u povratku ! ... nisu ""pali na glavu"" ... da se vrate u siromaštvo i političku sferu , koja ne radi za ljude i samo baca mrvice ljudima ... 'Razdire me što je povjesničar u isti kontekst stavio Stepinca i Dražu Mihajlovića' Komentari 114 Od";frazeolosko
žabe. Djeca su rado gledala sredinu bare gdje su žabe izvirivale glavom i micale dugim krakovima. Često su im bacali mrvice kruha. One bi tada zaronile i ponovo isplivale na drugom mjestu. Kruh je ostajao na vodi, pa su mnogi razmišljali o tome;doslovno
, usporedite platne razrede i iznose SDP-ovog prijedloga i covid dodatka sami: Za covid dodatak govorili da se mrvice bacaju sirotinji. Sada predlažu iste iznose SDP je, tijekom isplate covid dodatka, podržao takav prijedlog, ali su;frazeolosko
kritike je bio usmjeren na činjenicu da se covid dodatak isplaćuje uoči lokalnih izbora, no zadržimo se na izrazu da se mrvice bacaju sirotinji. Ako su iznosi od 400 do 1.200 kuna prošle godine, prije svih ovih silnih poskupljenja,;frazeolosko
. I nije ovo prvi put da nam mažu oči populističkim izjavama i obećanjima. Mažu nam oči već godinama i bacaju nam mrvice kojima se kasnije hvale i koje nazivaju velikim reformama koje, navodno, poboljšavaju naš život. Jedva čekam idući;frazeolosko
i snalažljivosti u pronalaženju hrane, brzini da pobjegnu gladnim mačkama i, dakako – o dobrim ljudima koji im bacaju mrvice kruha u parku ili u svom vrtu ostave obješen komadić slanine. KAD OPASNOST STIŽE, BRINU SE ZA SEBE I SVOJE NAJBLIŽE Kada;doslovno
da djecu ostave u šumi kako bi preživjeli te najgore dane. Međutim, dosjetljivi Ivica, cijelim je putem kroz šumu bacao mrvice kruha kako bi slijedećeg jutra mogli naći put do doma. Jedino, nije razmišljao o tome kako ptičice u šumi vole jesti;doslovno
. To je ono što želim, a ništa od toga ti ne možeš da mi pružiš. Ti se samo pojavljuješ s vremena na vreme u mom životu i bacaš mrvice, izbacuješ me iz ravnoteže i ne dozvoljavaš da zaboravim koliko te volim i koliko me to boli - oči joj se napuniše suzama.;frazeolosko
na mobilne mreže i naglo spuštanje cijena za pol kune po minuti kad je u igru ušao Tele2. Gazi govno potrošačko i bacaj mu mrvice. Odvratno... Za mjesec dana dolazi nam još južniji Švabo u vidu austrijskog Lidla koji je poznat po tome da prodaje bofl;frazeolosko
njima je taj kako ekonomski tako i politički hibridni status postao mrzak, a više nije bilo moguće bacati ekonomske mrvice radničkim klasama. Pošto su vladajuća klasa ili klase odbile punu ekonomsko-političku demokraciju, u kojoj bi;frazeolosko
mrežu kojom caruju privatni interesi odabranih poduzetnika, a radnicima i sirotinji povremeno se bacaju mrvice koje u Bandićevoj politici predstavljaju solidarnost. HDZ je mnogo širu kadrovsku mrežu izgradio po čitavoj državi,;frazeolosko
prošla vrapčići se vratiše po mrvice kojih je sada bilo puno više. Neka nevidljiva ruka s drugog kata kuće bacala je mrvice. Vrapci su uživali veselo cvrkućući. No, ne zadugo. Odne-kud se stvoriše crne vrane. Na bijelom snježnom pokrivaču;doslovno
od ječma, a onda istom jeli su ljudi kruh od pšenice i drugoga žita. Kruh je najveći dar Božiji i zato je grijehota bacati mrvice kruha po zemlji, da drugi po njima gaze. Kada Muslimani jedu, prostru pod sofni čaršaf, ćilim ili kakvu drugu tkaninu, a;doslovno
primijetili na mom licu bili su crni podočnjaci zbog kojih sam nosio sunčane naočale. I takvim sam ja vrapcima bacao mrvice kruha! No, ostavimo vrapce sada na miru. Kad sam se probudio ili bolje rečeno kad sam bio probuđen, bilo je nekoliko;doslovno
načinu proizvodnje plodove njihova rada prisvajaju poslodavci koji im (uz blagoslov države) zauzvrat bacaju mrvice, tek toliko da prežive i rade. Stoga je danas borba za dostojanstvenu plaću svakako korak naprijed. Kroz seriju;frazeolosko
su se lovranskoj publici izložbom Tragovi II. Kako su istaknule umjetnice, 'u bajci Ivica i Marica, djeca bacaju mrvice kruha kako bi pronašli put kući. Isto tako svi mi ostavljamo nešto iza sebe, dajemo i skupljamo da bi pronašli. Naši;doslovno
čamcem. Pa ćemo preći most i na terasi restorana, tik iznad vode slušati kako patke galame na nas jer im ne bacamo mrvice hljeba. A onda će nam donijeti ribu i po njoj iscijediti limuna i mi ćemo ručati i smijati se otvorenom šlicu konobara.;doslovno
4000 kuna, dok vladajući istodobno uvjeravaju da je tri tisuće kuna dovoljno za život. Ljudima licemjerno bacaju mrvice na stol, a najbogatijima opraštaju dugove i dižu im plaće, uključujući i predsjednika Vlade kojemu je plaća narasla s;frazeolosko
ujutru otac ode sa djecom... Pošto nisu mogli da skupe ponovo kamenčiće djeca uzeše po komad hljeba i usput su bacali mrvice kako bi mogli da se vrate kao prošli put. Otac kao i prošli put ode iza nekog grmlja i onda pobježe a djeca pođoše da prate;doslovno
i najdovitljiviji od sedmoro braće, čuo je te reči, a sutradan, idući kroz šumu sa ocem i braćom, svaki čas je bacao mrvice hleba da bi po tom tragu mogao da nađe put do kuće. Dok su se uspinjali jednom stazom, primetiše da im je otac nestao i;doslovno
guče, pa je ljubi! Ona će mu ljubav dati, skupa s njime gugutati. Upravo je tako bilo, u parku se dogodilo! Bacala sam im mrvice, dok on tapka oko golubice. obasipa je mrvicama - darom i usput joj udvar'o, dao joj srce svoje, uzletješe sretni;doslovno
". Tokom prvog prijepodneva ovog praznika, odlazi se na neku rijeku gdje ima ribe. Govore se molitve, a u vodu se bacaju mrvice hljeba što simbolizuje odbacivanje grijeha. Ovim praznikom počinje period koji se naziva ""deset dana kajanja"" i koji";doslovno
rijeke Cetine koja daje tri puta više energije Hrvatskoj nego NE Krško vi nas eksploatirate i našim građanima bacate mrvice. Ovo nije molba nego vapaj do neba da ozbiljno pristupite rješavanju ovog gorućeg problema. Predlažem da;frazeolosko
"kao najmoćniji krokodil u toj političkoj baruštini! Za njih vrijedi formula što gore, to bolje, a Mostu tu i tamo bacaju mrvice sa svog stola, dok jednog dana i njih ne progutaju ako odu previše udesno!? Grmoja grmi: ""Karamarko je uporno tvrdio da";frazeolosko
noge i nemilosrdno gazilo? Kao da mi želiš poručiti – U mojoj si vlasti i s tobom činim što god hoću, kad god hoću. Bacaš mi mrvice sreće nakon kamene kiše boli. I očekuješ zahvalnost. Da ti kažem da vrijediš svake prolivene suze. Da tvoja svjetlost;frazeolosko
nekako tako kako nam je naš učitelj rekao, a s druge strane nam je oduvijek, otkad je svijeta i vijeka, bilo jasno da se mrvice ne smiju bacati kroz prozor ili bilo gdje. Pticama i nekako, ima ih ljupkih, ribe se valjda nekako prehrane i bez toga,;doslovno
"dade zadnji komadić kruha pred spavanje, Palčić ga ne pojede, mada je bio jako gladan, nego ga spremi u džep. "" Bacat ću mrvice umjesto kamenčića"", odluči dječaćić. Tako i učini. Ali kad je trebalo povesti natrag braću i sestre iz šume, ne mogne";doslovno
biće! To se zove kolektivna svijest... Ribe su se genijalno ponašale i jednom zgodom na jezeru kad smo im Dan i ja bacali mrvice kruha – hodali smo uz rub jezera, a cijela jata riba su nas slijedila – baš kao Sv. Franju! Poseban doživljaj! U;doslovno
"za nastanak grada (time će se pozabaviti u spin-off grafičkoj noveli ""Top 10: The Forty-Niners"") već nam tu i tamo baca mrvice i ostavlja nas osjetno zainteresiranima. Usprkos već spomenutoj gomili likova i mnogobrojnim slučajevima na kojima";frazeolosko
se susreću. Do kada će se mjere i pomoći dijeliti podobnima umjesto da se svima pravedno?, pitaju se. Malima bacaju mrvice Nadalje, navode da se vladajući kunu u to da su mali OPG-ovi kičma i nositelji hrvatske poljoprivredne proizvodnje, a;frazeolosko
"kičma i nositelji hrvatske poljoprivredne proizvodnje, a velikima dijele 90 posto potpora, dok malima bacaju mrvice. ""Tako imamo situaciju da od 110 tisuća OPG-ova njih 80 tisuća dobije ispod 12.000 kn potpore, što je ustvari socijalna";frazeolosko
bitna nekadašnjim ljudima. Kruh je simbol Isusa Krista i poštujući njegovu svetost nekad su Konavljani obavezno mrvice kruha bacali u vatru koja nosi predznak očišćenja. Uvjetno rečeno, zastrašivanje ljutnjom ili mukom svetaca ili;doslovno
pitanjima u gradu. No za razliku od njega koji bahato poručuje da je politika i da su političari tu da nešto daju, bacaju mrvice sa stola investitora kojima se moglo pokloniti zemljište (umjesto Sveučilištu!), naš će posao biti da gradska vlast;frazeolosko
u skladu prirode i ljudske ruke,uzivali u malim patkicama koje su rovale po sasu i gledali majke sa djecom kako im bacaju mrvice kruha. Nesto prekrasno. Onda bi produzili pjesice do Zoo.Ima dosta za hodati,oko pola sata,ali moze se.Sve to pricam u;doslovno
"na vrtiće. Da nitko ne bude zapostavljen i zanemaren. Da naši sportaši napokon imaju pravi tretman koji zaslužuju, a ne mrvice koje im bacaju satelitići vladajućih sad, uoči izbora, poručio je Miletić. Svi putovi vode u ""Rijeku"": Kristijan";frazeolosko
wildbabe Pa znaju oni sta rade stari ne brini, pa kaj si mislio da budu nam stavili neke ogromne brzine....pa bacaju nam mrvice cijelo vrijeme.... S marsa nisu ziher opali....:sheriff: Sljaka @nisde gledam malo tvoje postove i zanima me da li;frazeolosko
su uvijek bili korak ispred konkurencije.:mad: Dobro si primjetio ovo, očito je da nam cijelo vrijeme bacaju mrvice koje nas ne mogu zadovoljiti do te mjere da prestanemo zanovjetati.. konkurencija jest korak ili dva ispred još uvijek;frazeolosko
posve razumljivo jer se i narodnom, tradicijskom kulturom čuva nacionalno biće): recimo, u Sumartonu (Sv.Martinu) mrvice i ljupinje bacali bi u mali vrčàk i na tom mjestu bi izrasla biljka s bijelim cvijetom, zvana korenovo droptinje. P.S.;doslovno
"od glavnih razloga potrebe za takvom samoposlugom te da se tim projektom građankama i građanima Križevaca "" bacaju mrvice sa stola"" koji je nekada bio vrlo bogat! Proizvodnja i prerada u gradu koji je bio poznat po svojoj mesnoj, mljekarskoj i";frazeolosko
elita da pomognu slabijima i neukijima od sebe da dobiju bolje mogućnosti i prilike u svojem životu. Ne mogu se samo mrvice sa stola bacati kao psima tom puku. Uobičajeni argument koji se razmatra jest da takvim ljudima nema pomoći, da je to;frazeolosko
vrijednog rada, artikuliraju zajedničke zahtjeve prema Gradu. Ako to ne uspiju, moglo bi se lako dogoditi da i ove mrvice što Grad baca u njihovom smjeru postanu sve manje, a prostori za autonomni i inovativni rad budu prepušteni nekim;frazeolosko
se odnose na određeno pitanje. Ovaj štrajk je neodređen i eskalira, zahtjevi su strukturirani, radnici ne prihvaćaju mrvice koje im bacaju direktori, a štrajk se širi na ostale pokrajine. Promjene u kineskoj proizvodnji mogu imati posljedice;frazeolosko
okvirima. Preklaustrofobično mi je to. Što će meni te ptice? Ja bih bio, a ne imao. Što mi znači biti šerif u selu? Bacati mrvice glupom egu. Treba biti hrabriji ako se želimo roditi i ako želimo ići i stići tamo gdje smo davno krenuli. Zagrizi život.;frazeolosko
ne treba zabrinjavati. Frajeri obožavaju žene sa smislom za humor, pa makar on i ne bio vrhunski. Da samo znate kakve im mrvice bacaju druge žene, shvatili biste zašto se kao manijak smije na vaš loše ispričan vic. 5. Usavršiti jedno jelo do;frazeolosko
postati sporan, uslijedit će žalba i sve će biti prebačeno na višu instancu. I tako u nedogled. Garantiram. Bacaju nam mrvice sa stola, a mi svi sretni. Jadni li smo.... Kako ćemo znati da smo slobodni? Kad u majici sa likom Generala Drinjanina,;frazeolosko
doseljenje koje će nas i te kako (i) u buduće koštati? Jesmo li ikada prije imali coronu? I sad se umirovljenicima bacaju mrvice sa prebogatog stola, krcatog lovom od inflacije, krcatog od turističke sezone. U tim uvjetima, bila bi već opća;frazeolosko
onda nama, posebice Vukovarcima, ali i svima koji žive u krajnje siromašnim i razrušenim dijelovima Hrvatske, bacaju mrvice, tek toliko da ne umremo od gladi? Što, uopće, ijedna vlast, bila ona lijeva, desna, srednja, miješana, kakva god, ima;frazeolosko
kad se ti stanovi prodaju i na njima bezobrazno zarađuje dok se pravom vlasniku, a to je Dubrovačka biskupija, bacaju mrvice. Tim Dubrovačka biskupija, a s njom i oni koji su joj darovali te stanove, ponovo trpi nepravdu. POKORU d. o. o., kao i s;frazeolosko
"dvoje :), sirotinja nad sirotinjom i maćeha se sjeti da ih tata ""izgubi"" u šumi, ali mudra su ta dječica bila, pa su bacali mrvice kruha u šumi, no šta se dogodilo, ptice pojele mrvice. Koga bi ja tu okrivila?! Maćeha – nemoš joj zamjeriti, nisu njena";doslovno
vrijeme i materijalne muke. Ne bi bilo lijepo da se pastiri ponašaju kao da im nije stalo do naroda, odnosno, da bacaju mrvice sirotinji ispod stola, kao što Isus u Evanđelju priča o Bogatašu i Lazaru. Samo prava k(o)riz(m)a, koja traje cijeli;frazeolosko
bi ih u Zakon pritočila :) Nisan bila u gradu, bila san dežurna za čuvat cujicu, jubav i sunce moje... bacali smo vrapcima mrvice kruva a mala in se obraćala sa vau-vau, hahaha kamena - A ima nas još na istu temu. Sve je život. :-) gogoo - Sve je to za ljude;doslovno
mnogo sličnih slučajeva. Problem nastaje kada se naše uredništvo, prema nama korisnicima ponaša bahato, i baca nam mrvice sa stola, mi imamo pravo da naši blogovi budu zaštićeni, i da ih nitko ne može tek tako izbrisati, a ako se i dogodi takav;frazeolosko
krivo hodala, šta da si zalutala i da te lugar našao, bilo bi tebi mahovine i sjevera na svakoj strani, očito si bacala mrvice čim si uspjela izać iz šume, došao sam samo provjeriti jel sve na broju..malo me zbunio ovaj mraz jutros.....uplašio;doslovno
odluči drugi put ostaviti djecu u šumi. Tog puta djeca ne imahu vremena skupljati kamenčiće, pa umjesto njih bacaše mrvice kruha. Nažalost, gladne šumske životinje pojedu mrvice, te Ivica i Marica ostanu izgubljeni. Tako počinje jedna od;doslovno
zazivaju povratak nekih starih vremena kada je klub bio u raljama svakodnevne politike koja ga je pokrala i bacala mrvice u vidu sporadičnih sportskih uspjeha, tako sada Dinamo može imati glasnu manjinu koja klubu donosi nemir stalnim;frazeolosko
god ih nije previše, nisu gotovo nikakav problem. Dapače, neke goste i djecu čak uveseljavaju i namjerno im bacaju mrvice. Kad gosti odu, nikoga ne zanima kako osoblje postupa s njima i kako sprečavaju da se stalno ne nasele i namnože. Uprava;doslovno
. Kada se više niti mrvica nije mogla naći na podu ili na tanjuru, mogli smo ići na spavanje. Ponekad namjerno bacamo mrvice na pod jer u školi ima puno miševa tako da i oni imaju nešto za večeru. Jadni miševi, večeras neće imati što jesti! Stala;doslovno
se kiselo zelje i krvavice. Tko je htio pjevao je božićne pjesme, a ostali su se valjali po slami. Sa stola se nisu bacale mrvice, čuvale su se i davale kokošima. Mjerenje otpora multimetrom Malo riječi o digitalnom multimetru. Mjerenje otpora;doslovno
osuditi, pogotovo onda kad izabrani i odabrani dijele i raspoređuju tuđe (narodno), kao svoje, a u stvari bacaju samo mrvice, jer su najprije namirili sebe na transparentan i netransparentan način. Pri tom još očekuju zahvalnost od onih;frazeolosko
nije jasno zašto se uništavaju ljudi koji su izdali Ringovu skupinu, više ima smisla održavati veze s njima, bacati im mrvice i na taj način anestezirati a ne dodatno raspaljivati mase. A ona dođe kao neki stručnjak za psihologiju masa..;frazeolosko
algoritam je najnoviji i objavljen je prije dva mjeseca. Aj malo razmisli o organiziranju takvih likova,kojima bacas mrvice,a ti beres kapitalni dio za ugovore.. ..i ne boli te glava,samo slingas likove,ako nisu ddovoljno dobri.. znas is am;frazeolosko
najvise godina nakon rata,a i za vrijeme rata krade i osiromasuje drzavu i gradjane.. Podrzavaju jer i njima vlast baca mrvice sa stola doli... dakle,ne pljuvanje po ovim licemjerima,nego lijepa i pristojna molba,kojom bi ako to ispune,;frazeolosko
političari ostvare svoje mračne ciljeve: pljačkati, gaziti, bogatiti se. Oni ih za uzvrat miluju po glavi i bacaju im mrvice. Iz doba HDZ-a 90-tih pojam takvog novinara,bila je Maja Freundlich. Gdje ćeš strpati maju sever,munjižabu,bagu,;frazeolosko
socijalne drzave u kapitalizmu, odim par iznimki. Kapitalist će uvijek održavati svoje roblje na kapaljku i bacati mrvice sa stola. Da izbjegne nemire i nerede. Postojanje raznoraznih pokreta, nebitnih ideologija poput transrodne;frazeolosko
i scenarije i još k tome trpit lopove koji su kako je konačno isplivalo sustavno pljačkali klub, a narodu bacali mrvice . K tome još jedan od njih je i trener. Da je barem vrhunski još nekako, ali ovo je dno dna. dok buš gurao ćorića, čekićija i;frazeolosko
upoznao neku,visoku krasoticu,ali prefinjenu...skupa je sjedio sa njima,ovu obradjivao,ovoj staroj bacao mrvice ...radio je to tako suptilno da se ova nova sve vise zagrijavala,a ovoj staroj,taman u mjeri da se ne pokupi i ode...kraj;frazeolosko
- simbol radničkog otpora, sustavnim je trudom vlasti i režimskih sindikata pretvoren u sprdnju. Na taj se dan bacaju mrvice sa stolova političara i šefova organizirajući skupove pod pokroviteljstvom stranaka i vladajuće elite. Skupovi se;frazeolosko
da djecu ostave u šumi kako bi preživjeli te najgore dane. Međutim, dosjetljivi Ivica, cijelim je putem kroz šumu bacao mrvice kruha kako bi slijedećeg jutra mogli naći put do doma. Jedino, nije razmišljao o tome kako ptičice u šumi vole jesti;doslovno
