konkordancija;gold_label
vrijedi samo za zgrade koje imaju dovoljno zemljišta. Zemljište ne smije biti u sjeni, jer je sunčeva energija koja zagrijava tlo, važan izvor energije za cijeli sustav grijanja.;doslovno
gradsko, ali i crkveno sjedište. Administrativno je sve do 20. stoljeća bio u sjeni nešto sjevernije smještenog Zadra. Iako su hrvatski vladari s vremena na vrijeme ondje boravili, politički utjecaj ostao je ograničen.;frazeolosko
Za Agassija su slava, novac, pobjede, i sve što ide uza status jednog od najboljih sportaša na svijetu, bili u sjeni njegovih neostvarenih osobnih interesa, želja i ambicija. No možda ga je sve to i oblikovalo da postane mentalno jači;frazeolosko
Plaža je u neposrednoj blizini. Dobro parking. Automobil je uvijek bio u sjeni. To je vrlo važno za mene, veliki veliki plus za ovaj smještaj i razlog zbog kojeg bih se ponovno vratio.;doslovno
Igre održane u Parizu, 1900. godine i St. Louisu 1904. godine bile su u sjeni. U spomen na prve Igre iz 1896. održane su također u Ateni, ali su kasnije dobile daleko veći simbolički značaj.;frazeolosko
domaćih banaka, dionice Erste banke svojom su izvedbom dosta dugo bile u sjeni dvaju većih rivala (PBZ-a i Zagrebačke), ne uspijevajući se nametnuti kao vodeći izbor ulagača.;frazeolosko
da si u središtu bilo čije pažnje pa ćeš uz njega uvijek pomalo biti u sjeni. Djevica skloni su osuđivanju i pretjeranim kritikama, što dodatno komplicira odnose u bliskim vezama.;frazeolosko
očuvali su sebe i reputaciju dobrog live benda ali su nekako oduvijek bili u sjeni poznatijih sugrađana. To je i razumljivo jer iako njeguju autentičan stil, medijska pozornost često ide drugima.;frazeolosko
elektronski pop dueti Peter i njegove bebe oduvijek su bili u sjeni većih britanskih punk imena, poput Pistolsa, Clasha, Buzzcocksa, pa čak i manje poznatih sastava s jačom diskografskom potporom.;frazeolosko
Uvijek je bio aktivan na tržnici, na kojoj su svi ostali prelasci bili u sjeni dvaju najzvučnijih transfera. Evo i ostalih odobrenih zahtjeva u prijelaznom roku koji su prošli gotovo nezapaženo.;frazeolosko
odjevena u plavu jaknu i traper suknju. Lice joj je bilo u sjeni i nisam je mogla prepoznati, ali u drhtavim je rukama držala papire koje je nervozno prebacivala s jedne strane na drugu.;doslovno
Zbog potrebe da se samostalno orijentira tako da instrumenti uvijek budu u sjeni velikog štita koji stoji između njih i Sunca (komande sa Zemlje kasne nekoliko minuta), sustav je morao biti potpuno automatiziran.;doslovno
pravilo da u lokalnoj i regionalnoj samoupravi moramo po prirodi svog posla biti u sjeni svojih šefova i institucija. To je razlog zašto sam htjela barem ovim putem objasniti što zapravo radimo iza kulisa.;frazeolosko
da bi išta osjetili. Njihova je igra više nego ikad bila u sjeni onog što se događalo u Hrvatskom nogometnom savezu. Ipak, oni su pokušavali ostati koncentrirani na teren.;frazeolosko
dokazao da nije samo prolaznik u Formuli 1. Albon je u manjim formulama bio u sjeni ove dvojice, a ni u prvom dijelu sezone nije odavao dojam vozača koji će uskoro doći do pobjedničkog postolja.;frazeolosko
po ljeti je to izvrsno, pogotovo ako i ti imaš balkon pa možeš biti u sjeni u interijeru, a na balkonu (s biljkama) uživati na suncu bez da ti prostor postane pregrijan.;doslovno
Između naznačenih sati nije preporučljivo sunčanje, ali je jako dobro baš tada biti u sjeni jer je to upravo vrijeme kada naš organizam pretvara jedan oblik vitamina u drugi pod utjecajem svjetlosti.;doslovno
i dnu donje usnice. Tamo gdje se dvije usne susreću bit će u sjeni i oko nje. Dodajte završne dodira. Nakon što popunite obrise, lagano izblendajte prijelaze kako bi efekt bio prirodniji.;doslovno
dobro postavljenog mamca. Uz sve to, poželjno je da jedan dio bazena bude u sjeni, gdje se mamci osjećaju sigurnije nego na dobro obasjanom dijelu i dulje ostaju na okupu.;doslovno
toliko prostora u unutrašnjosti i prtljažniku za fer cijenu. Koliko god bio u sjeni brata bliznaca Peugeota 301, C-Elysée je gradio svoju priču. I s vremenom je pronašao svoju publiku;frazeolosko
sve dok je glava pokrivena. I treba li lice zauvijek biti u sjeni? Idem na skijaški odmor u Alpe u 7. tjednu, kako to uskladiti s osjetljivom kožom i jakim odsjajem snijega?;doslovno
Bejrut i Libanon, jer se život u njima odvijao, rekli bi u sjeni drugih većih događanja na Bliskom istoku. Ova zastrašujuća eksplozija vraća fokus svjetske javnosti na probleme koji su godinama tinjali.;frazeolosko
kojoj često nisu priznavali redateljski i spisateljski talent jer je oduvijek bila u sjeni velikog oca, slavnog redatelja Francis Ford Coppole, pa su njezini radovi dugo promatrani kroz prizmu obiteljske ostavštine.;frazeolosko
Tong, s druge strane, kao dvadesetogodišnjak, sve teže podnosi biti u sjeni starije sestre. Na drugom kraju grada, bogati kolekcionar Karl (Richard) prati njihov razvoj s posebnim interesom;frazeolosko
pratio njegov razvoj, napravio veliki iskorak. Od proizvoda koji je na početku bio u sjeni dioptrijskih naočala, do toga da su danas prvi izbor većine korisnika, kontaktne leće prošle su dug put tehnološkog napretka.;frazeolosko
koji su liječili svoja prva pijanstva i srednjoškolske ljubavi, znalo je to biti u sjeni velikog stabla. Stablo nije promijenilo položaj niti nastankom prvih kvartovskih zgrada, ostalo je tiho svjedočanstvo odrastanja.;doslovno
Dešifrirati drevne rukopise i tako predstaviti tradiciju koja je stoljećima bila u sjeni , misija je ovog prestižnog zbora još od 1985. godine. – Naša glazba vraća glas onima koji su bili zaboravljeni, ističu članovi.;frazeolosko
Vjerojatno smo primijetili da su neke biljke previše bile u sjeni, a neke na suncu. Njih ćemo trebati presaditi na bolje pozicije kako bi ravnomjernije rasle.;doslovno
forme poznate su od ranije. Ovaj dio Araličinog bogatog književnoga opusa bio je u sjeni njegovih romana. Tek su dobri znalci ukazivali na Aralicu kao autora snažnih kraćih formi.;frazeolosko
Govoreći to Mariji autor je htio naglasiti da življena vjera ne može biti u sjeni politike ili ideologije, nego je upravo ona svjetlo na putu pojedinca kroz svakodnevne odluke.;frazeolosko
Svete godine, zamjećuje se pojačani priljev turista, koji su dosad bili u sjeni većine hodočasnika. Bazilika sv. Petra još doživljava svakodnevne stiske, a organizacija posjeta postaje sve zahtjevnija.;frazeolosko
sve više napreduje i to pogotovo muška reprezentacija. Dosad smo malo bili u sjeni ženske reprezentacije koja je dvije godine za redom bila proglašena najboljom u državi. Sada se odnos snaga polako mijenja;frazeolosko
Ispod biljke podloga zadržava vlagu, a mladica – novi vrh biljke – mora biti u sjeni i na toplom 10–14 dana. Pri kraju ovog razdoblja skine se zaštitna folija kako bi se biljka postupno priviknula na svjetlo.;doslovno
poštuju, prodaju i gledaju azijske filmove, malezijski je film uvijek bio u sjeni ostalih, ne samo velikih tvornica celuloidnog blaga s nekoliko stotina produkcija godišnje, nego i regionalnih konkurenata.;frazeolosko
Društvo je osnovano statutom sa zajedničkim ciljem dioničara te ono ne smije biti u sjeni osobnog interesa pojedinca što potvrđuju načelo jednakog položaja dioničara i transparentnost poslovanja.;frazeolosko
Ponosan sam na činjenicu da su igrači koji su u prošlosti bili u sjeni dobili određene zadatke i uloge, te se s njima prezentirali kao ravnopravni članovi momčadi.;frazeolosko
Uvijek su sačuvale svoju autonomnost i specifičnost iako su bile u sjeni glavnog grada Dalmacije, što je Zadar bio do 1918. g. U kulturnom smislu razvijale su vlastite tradicije;frazeolosko
AKo hrast izraste od moje parcele neće biti ništa, jer će bit u sjeni (parcele se pružaju istok–zapad, on je južno od moje), pa realno ne vidim problem osim ako netko baš želi komplicirati.;doslovno
ulazio u razne polemike, svađe i prepirke. Zadnje su Jeronimove godine bile u sjeni mnogih patnja. Zdravlje mu se pogoršalo, a počeo ga je napuštati i dio učenika.;frazeolosko
Ukoliko ste sanjali da ste na odmoru bili u sjeni nekog drveta, očekujte ugodan odmor od svakodnevnih obaveza i dobar predah od stresnih situacija.;doslovno
stavite van, ali je najbolje mjesto na kojemu će u podne biti u sjeni. Iako se uzgaja u cijelom svijetu, prirodno stanište hibiskusa su topla i sunčana područja s dovoljno vlage.;doslovno
Nakon dugog niza godina u kojima je žarko roza boja bila u sjeni baby pink boje, situacija se promijenila i upravo je žarko roza ponovno postala dominantan modni izbor.;frazeolosko
ali malac je to nesumnjivo zaslužio. Od posve nepoznatog igrača koji je dugo godina bio u sjeni u talijanskim klubovima postao je prvorazredna igračka senzacija hrvatskog nogometa;frazeolosko
