konkordancija;gold_label
zamarati financijama. Ako pak pokušate nekome iz svoje okoline objasniti da vas zlostavlja, tu ćete tek naletjeti na minu. Kako se nasilje uglavnom odvija između četiri zida, a on je na van uglađen i uvijek lijepo pozdravi, malo tko će vam;frazeolosko
na brodu. Nakon zadnjeg stajanja na otoku Lošinju, brod se 13. kolovoza 1914. zaputio prema Trstu te je naletio na minu koju su postavili Austro-ugarski vojnici. Brod je potonuo vrlo brzo, a s njega je spašeno 148 putnika i 31 član posade.;doslovno
juhica. Mislio je da je razbio Enigmu. Već nakon mjesec dana nije mogao izdržati, napravio je korak više. I naletio na minu. Sviđaš mi se, ali nisam spremna za vezu. Nisam spremna za vezu, ali... Glup, glup, glup. Glup sam, glup sam, glup sam.;frazeolosko
se povlači??? Što nam govore ovi današnji nemili i napeti događaji u SDPu? Pa ništa posebno, SDP je naletio na vlastitu minu. Minu svojih starijih kadrova kojih se trebalo ranije riješiti. Mlađi SDPovci su samo trebali doći u Rijeku i vidjeti;frazeolosko
tužno to što sam uopće prisiljena pitati ovakva pitanja., ali valjda zato ovaj podforum i služi - za nas koji naletimo na minu na poslovnom polju. Toliko od mene, više neću zamarati s upadicama. ma s doktorima neće bit problem...znaju se oni;frazeolosko
i upaliti Samo da nešto nije riknulo pa da se mora novo kupovati... Upravo sam se sjetio da sam i ja naletio na takvu minu prije 7-8 godina. Nešto sam na brzinu preštekavao jedan monitor, kbd i miš između tri-četiri servera i PCa, i onda bi mi;frazeolosko
stakla ostecena na toj strani, kao da je pala granata desno ispred njega. Za ovog drugog je moguće da je naletio na minu, tj s obzirom na oštećenja, velika je vjerojatnost, ali ako je tako, onda je rijec o traljavosti Ukrajinaca, buduci da;doslovno
Borovo Naselje, Hercegovačka ulica. Koliko znam taj tenk je naletio na minu i bila je samo gusjenica oštećena. Pošto je postojala opasnost da četnici dođu do tenka, tenk je miniran, a rezultat se;frazeolosko
troškove oko pravljenja ponude, a svugdje na reklami piše da je PONUDA BESPLATNA. Dakle, imaš pravo, naletila sam na minu, ali eto, ne posluju svi pošteno...Čast izuzecima. Kako bilo, ne plate li u zakonskom roku pišem tužbu. Ima jedna;frazeolosko
da danas u Srbiji nema previše novinara koji bi da postavljaju prava pitanja. Vučić je ove srijede naletio na sličnu minu, u liku novinarke N1 Srbija Žakline Tatalović.;frazeolosko
da osoba koja je upravljala nije imala kacigu jer je trebala biti nekakva pokazna vježba, a onda je mimo plana naletio na minu, i to protutenkovsku. Nije niti mogao imati kacigu jer je to bio neki sovjetski stroj iz 50-ih godina, tamo ne stane;doslovno
"nam je uputio nakon što je turneja u sklopu promocije Thompsonova albuma ""Ora et labora"" (""Moli i radi"") naletjela na minu. Grupa aktivista protiv nastupa je pokrenula kampanju pod nazivom ""Nema trećeg puta"", a nakon što su se zaredali";frazeolosko
. Marseille.... upad u njihov Fan club,i ta ekipa ih je dobro oprala i po gradu.OK,jedna ekipa,iz busa br 2 je naletila na minu,pružila otpor ali i popila porciju,jbg,al suma sumarom,to kaj je njih 20ak dobilo mare dok je s druge strane 50ak ljudi;frazeolosko
. dobro isplanirana akcija, puno ljudi, ovi uhvaćeni na lijevoj nozi.....uz ovakvu pripremu bi svatko naletio na minu. Dobar derbi, iako je navijanje mozda moglo biti malo bolje!? Inace, jedan od najboljih derbija u Europi koje sam gleda;frazeolosko
Cupu u Beogradu, jedva ga je dobio Novak u 5 setova... to su ti igraci koji su u Top 100, nisu cuo za njih... a naletis na minu ... kao i onaj Vesely npr, dodje mu dan kad igra ko blesav, i moze svakog da izbaci... Rosol je npr izbacio Rafu sa;frazeolosko
2 busa, ja sam bio u drugom, a vraćali smo se preko UNPA zone tamo kod Daruvara negdje, po mrklom mraku, molili boga da na minu ne naletimo i odjednom neki check point argentinski, a Neron i njegovi vise kroz razbijene prozore i jebu mater ovim;doslovno
i helikoptera, ostalo je za dodati čašu vode, obučiti deminere da neki Ukrajinski seljak s traktorima ne naleti na minu, ili Ukrajinsko djete bude sigurno kad se sutra bude igralo po Ukrajinskim poljima. Ostalo će odraditi Amerika i;doslovno
na travi...ponavlja se predhodna sezona, Rafa ostavi dushu i srce na sljaci, a onda dodje kao pijan na travu, i naleti na minu ... Danas pocinje Novak... neugodni Nemac, ne bi trebao da ima previse problema, ali prvi mec je uvek jeben... Kakav je;frazeolosko
se fokusirala na rad s manjim grupama, individualnu pomoć i aktivnosti na otvorenom. Civilni brod naletio na rusku minu u Crnom moru - dva mornara su ozlijeđena! Foto:Screenshot Brod koji je jučer nastradao plovio je pod zastavom Paname;doslovno
II. klase a potom i I. klase. Spomenimo da je tijekom spašavanja nekih tenkista čije je oklopno vozilo naletjelo na minu i našlo se pod vatrom mitraljeskog gnjezda, sam prešao stotinu metara preko otvorenog polja da bi granatom uspješno;doslovno
", odalo je počast žrtvama potonuća Barona Gautscha, putničkog broda koji je prije 106 godina naletio na vlastitu minu. Ovaj se kobni događaj ""odigrao"" oko devet nautičkih milja od Rovinja, 13. kolovoza 1914. godine, a njegove se žrtve";doslovno
i šljemovima ušli su u dvorište i kazali ovima što su nas mučili da nas vode brati grožđe. A ako neko naleti na minu da nije važno, jer mi ionako znamo gdje smo ih postavili - nastavlja Mujić. - Tu u dvorištu najgori mučitelji su bili neki;doslovno
ruski izvori tvrde da je kod sela Zaliznjanske (oko sedam kilometara zapadno od Soledara) naletio na protutenkovsku minu. Ruski problemi Dok stanje na ukrajinskim bojištima opet postaje sve promjenjivije, ruska strana u oblasti;doslovno
svojom home made HF GP antenom koja ima bolji SWR od moje VHF/UHF Dajmoncice.. No radio sam i jednog S5 i odmah naletjeh na minu kod slanja EDI-ja. Naime njihov test traje duže sat vremena. Naš robot neće primiti te veze iza contest perioda. Po meni;frazeolosko
masivnom topničkom udaru preko granice – dok je i jedan od automobila Rosgvardije u potjeri za diverzantima naletio na minu tako da je veći broj njihovih specijalaca završio ranjen. Dakle, iz kojih god da je pobuda ovaj napad bio izveden,;doslovno
svita bilo na rivi u Donjin Kaštelin za vrime napada na Kaštela. - Čekali su ljudi da još koja četnička barkasa naleti na minu, pa da mogu pokupit drva za špaker. TO TI JE SVE TU U pokojnoj JNA dolazi pukovnik Mati i pita ga: - Ti, druže vojniče,;doslovno
"nije prijetila tek obalama Ukrajine kod Odese. Naime, jučer (ponedjeljak 16. listopada) moglo se čuti da je na minu nepoznatog podrijetla naletio tanker ""Ali Najafov"" pod zastavom Liberije – i to opet na rubu rumunjskih";doslovno
mislima, neki u razgovoru jedni s drugima, i vi s Macanom u rukama – nepročešljanim poljem koje samo čeka da naletite na minu ... Bio to roman za djecu, ili eseji o stripu, strip sam za sebe, ili književni prikazi, čega god se primili, imajte;frazeolosko
"se odmah uputio u Pulu, s namjerom da ubije krivca za sinovu smrt, ali je negdje skrenuo na sporedni put i naletio na minu. A kad ga je Španjolac upitao kako je završilo, Vukoja zaključuje: ""Završilo? Pa vidite, nije završilo, nikad neće";frazeolosko
ratne mornarice i časnik za vezu engleske flote poginuo je 1944. na engleskom razaraču Aldingham, koji je naletio na minu između Visa i Novalje. Autorica austrijske državne himne U mladosti Paula pl. Preradović proputovala je brodom;doslovno
zavrzlamama koje uključuju emocije i međuljudske odnose. To je uvijek minsko polje na kojem tek tako naletite na minu. Na jednoj tabeli u blizini moje kuće godinama je stajao stari smjerokaz. Ispran od kiše, izbljedjeo od sunca, govorio;frazeolosko
krenuti njegova realizacija. Vijećnik Mladen Dolić (HDZ) je upitao postoje li saznanja od tome da je bager naletio na minu u Subockoj, međutim nitko o tome zasad nema informaciju. Vijećnika Dolića je zanimalo situacija vezana za;doslovno
Babić 11m U derbiju kola prava poslastica. Gosti su došli u Knin s devet pobjeda i gol razlikom 40:3, ali su naletjeli na minu i otišli praznih ruku. Domaćin je svjesno prepustio inicijativu gostima, ali svakog momenta znao što treba raditi i;frazeolosko
"tjedan kompletirati momčad i krenuti s pripremama za gostovanje u Našicama"", zaključi je Galić. Fortuna naletjela na minu! Kuglači Fortune ove subote očito nisu imali svoj dan u Zagrebu. ""Obrtnici"" su ih teško porazili i tako đakovačkim";frazeolosko
i grupna ronjenja na atraktivnim lokacijama poput olupine austrijskog broda Baron Gautsch koji je 1914. g. naletio na minu u rovinjskom akvatoriju te se od tada nalazi potopljen na 39 m dubine. Također su vrlo atraktivne lokacije i grebeni oko;doslovno
. Već se smrkavalo. Začuo se zvuk crkvenog zvona. - Ovako zvoni kad neko umre – rekao je Memo. - Da nije ona baba naletila na minu – rekao je Čimbur. - Čuli bi detonaciju – rekao je on. – Sto posto bi je čuli. Cjelo vrjeme smo tu. - A možda i ne bi – rekao je;doslovno
alfu,očito su kupili jer su im se pokazali dobri i zadovoljni su sa njima (uvjek postoje iznimke,uvjek netko naleti na minu. Npr od 1000 auta dva nevaljaju za k...,što ne znači da komplet ta marka auta nevaljaju) Moram priznati da nisam do sada;frazeolosko
x2, x3 i slično jer se tu ne radi o pravim ETF-ovima nego o bankarskim provizvodima pa treba biti oprezan da se ne naleti na minu. Najpopularniji financijski proizvodi zadnjih desetljeća su svakako ETF-ovi (Exchange Traded Funds) ili burzovno;frazeolosko
, putnih troškova, jer su mi s alfom putni troškovi plaća a plaća mi je putni.. Alfu TD ne mislim kupovati, da ne naletim na minu opet, a za JTD neam para..tak da..jedino neko škrbentalo dizelsko nek se kotrlja 2-3 godine dok se ne skupi za 147 1,9 JTD;frazeolosko
"slobodna Hrvatska sela na istoku. U selo Nijemce, iz smjera Ilinaca, također su nadirali tenkovi. Prvi je naletio na minu, a iz drugog je posada pobjegla. U selu se tad zatekla skupina boraca iz prve gardijske brigade – ""Tigrova"" koji su iz";doslovno
učinkovitom strojničkom vatrom kada je laki tenk Panzerkampfwagen Mark II koji im je bio podrška naletio na minu. Posada je bila zarobljena u gorućem vozilu pod mitraljeskom vatrom. Dok su njegovi ljudi spašavali tenkiste,;doslovno
da ćemo idućih dana slušati i žalopojke ove trojke o neshvaćenosti. Kad god prijeđu granice strpljenja i nalete na minu, to društvo kaptolibana kmeči o totalitarnom duhu ljevičara i pseudoliberala te tvrdi da se oni samo zalažu za;frazeolosko
, a oni su se stvarno svega nagledali :roll: Da, izgleda da ga je prijašnji vlasnik sredio, i sad je buraz naletio na minu. Ide nova getriba + novi set lamela+zamašnjak+potisni, sve bude promijenil. Novosti Ella: Netko mi je nedavno rekao –;frazeolosko
pokazuju još jednog oštećenog Leoparda, bez gusjenica, što također može značiti da je naletio na protutenkovsku minu. O gubitku prvog Leoparda u Ukrajini izvijestili su i američki mediji poput CNN-a i Bloomberga, a službeni Kijev i;doslovno
bila uz njega. 'Ona je vojnik koji je sa mnom išao kroz minska polja, a nijedno od nas nije znalo gdje ćemo naletjeti na minu.' Tako smo doznali da je upravo Snježana zaslužna za to da u hitu 'Milena' ne miriše na varivo, nego na jabuke. Rajko je u;doslovno
do polovice polja, onda su nam rekli da se uhvatimo za ruke i da kosimo nogama po toj djetelini. Dok nije naletio prvi na minu. Bio je gurnut s leđa, Kraljević Pipo. I onda je prva mina eksplodirala i krenule su serijske eksplozije. Čim su krenule;doslovno
poslova priopćilo je da se eksplozija u pokrajini Nangarharu dogodila kad je vozilo policijske ophodnje naletilo na minu. U eksploziji je, prema podacima predstojnika pokrajinskog ureda za zdravstvo Adjmana Pardesa, ranjena 81 osoba,;doslovno
imaš otpor prema instituciji od koje trebaš dobiti pomoć i podršku, jer mnogi su baš na toj instituciji naletjeli na minu, međutim bez obzira na to, svaki slučaj je jedinstven, a ovdje mi se čini da otac ipak ima neki koliko toliko normalan;frazeolosko
"sebi i svom zdravlju, misleći da se hrani zdravo, kupujući proizvode s oznakom ""zdravo"", ima veliku šansu da naleti na minu; pojačano jede nezdravu kao zdravu hranu, radi sebi i svom tijelu opet na štetu. Neki proizvodi su i štetni i nezdravi,";frazeolosko
gubicima tenkova Leopard 2 njemačke proizvodnje u ukrajinskoj službi, moguće je da je britanski tenk naletio na minu ili ga je pogodilo topništvo, nakon čega je dokrajčen dronovima natovarenim eksplozivom. Tenk Challenger 2 Izvor:;doslovno
crnogorskom tlu, 20 metara od granice s Albanijom, kad je automobil s pet osoba koji se kretao prema Albaniji naletio na minu. Ozlijeđeni, svi crnogorski državljani albanskog podrijetla, prevezeni su u vojnu bolnicu u Tirani. Po albanskoj;doslovno
stanke teško kiksala. Kod Intera u Zaprešiću očekivala se nova pobjeda Zekićevih trupa, no Slavonci su naletjeli na minu. Inter ih je iznenađujuće pobijedio 3:1 iako je Osijek dominirao svih 90 minuta. No, 'žuti' su svoje prilike zabili,;frazeolosko
svima...zanima me što je taj radnik dobio time što je dan nakon otkaza otvorio bolovanje? Znam da bude ponovo naletio na minu. To ste dobro rekli vuk dlaku mijenja , ali ćud nikada. Pretpostavljam da će se sad neko vrijeme primirit dok njegova;frazeolosko
koja bi bolje objasnila sva ta silna bespuća fizike. No gospodin Paar je vjerojatno u dobroj namjeri naletio na minu. Istim tim školskim diskursom on je zašao među 'odrasle' koji nisu imali pretjerano puno razumijevanja za njegovu;frazeolosko
Najatraktivnija olupina u Jadranu je razarač 'Stella Polare' kod rta Mašnjaka u Istri. Potonuo je 1944. naletjevši na minu. To je najbolje očuvan ratni brod do sada pronađen u Jadranu. Duboko je pod morem, na 65 metara i odlično se vidi! Dug je 80;doslovno
je od najtežih katastrofa koja je zadesila trgovačku mornaricu Austrougarske Monarhije. Još 1914. naletio je na minu između otoka Svetoga Ivana i Brijuna, šest milja od Rovinja. Živote je na njemu izgubilo 177 putnika. Zaštićen je kao;doslovno
u finale Kanađana i Rusa. No Slovaci su prvo očitali lekciju Rusima još u borbi po skupinama, a i Kanađani su naletjeli na minu i uvjerljivo izgubili od Amerikanaca. To su razlozi zašto su se te dvije momčadi našle već u četvrtfinalu. Premda se;frazeolosko
"politièki je eutanazirao, istarski je župan poželio biti i direktor i glavni urednik ""Glasa Istre"". I tu je naletio na minu, jer je cijela afera izbila u javnost. Navodno je još u proljeæe ove godine direktoru ""Glasa Istre"" iz najjaèe istarske";frazeolosko
komadićima metala koji su se razletjeli od eksplozije. Niti danas nije sigurno zapravo zbog čega je Gilda naletjela na minu. Možda je došlo do pogreške u navigaciji (ali je tada veća vjerojatnost da strana brod na čelu konvoja) no moguće je da se;doslovno
signalnim znakovima, kojima su polagači pokušavali obavijestiti časnika, brod je nastavio ploviti te je naletio na minu. Predsjednik KPA Rovinj ističe da nije poznato koliko je ovaj slučaj odnio života, no procjenjuje se da njihov broj;doslovno
izgrađen 1929. godine, granatiran i potopljen 16. travnja 1941., i Antonio Da Noli, izgrađen 1931. godine, naletio na minu i potonuo devetog rujna 1943. Alicantino, odnosno Nereide, stiže u Melillu u ranim satima 14. kolovoza i iskrcava;doslovno
član posade Bulker u grčkom vlasništvu koji je plovio prema luci u Ukrajini kako bi ukrcao teret žitarica naletio je na minu u srijedu, 27. prosinca. U odvijenom incidentu u Crnom moru prijavljeno je da su ozlijeđeni kapetan i jedan član posade;doslovno
zaljevu upravo u vrijeme ceremonije potpisivanja kapitulacije Japana. Brod je 25. ožujka 1947. godine naletio na minu kod Dubrovnika zbog nepridržavanja preporučenih sigurnih ruta. Da se izbjegne potonuće, namjerno je nasukan na;doslovno
ploveću bolnicu za prijevoz ranjenika s fronte. I njegov životni vijek bio je kratak – 21. studenoga 1916. naletio je na minu u Egejskom moru i brzo potonuo. U trenutku nesreće na brodu nije bilo ranjenika, pa su stradali samo članovi posade.;doslovno
kapitulaciji Italije Nijemci ga zatiču u Zakynthosu i uvrštavaju u svoju flotu. Poslije samo mjesec dana naletio je na minu i nasukao se kod Patrasa. Iza toga trune dok nije izrezan na mjestu nasukavanja 1946. godine. Kažu da je RAF-u bio;doslovno
"posada zarobljena; drugi u listopadu 1918. kad je UB-116 kapetana fregate Emsmanna pri pokušaju prodora naletjela na minu i potonula s cjelokupnom posadom. Unatoč tim događajima kontra-admiral Dönitz je 1939. ocijeno potencijalnu";doslovno
da tolike promjene smjera osjete recimo korisnici HT-a. Ma kakvi... Mislim da je to uvijek isto samo ovisi na koju minu naletiš. Istovremeno kad je to meni ponuđeno prijatelja s istom tarifom i produljenjem i više usluga i potrošnje nego;frazeolosko
Ah draga ne zamaraj se to je sastavni dio života na forumu ... Za par mjeseci će netko drugi naletjeti na minu, previše žena na jednom kupu. Nadam se da si rođendan proslavila kako spada sa svojima najmilijima. Tvoj je paket za;frazeolosko
nalazio na ulazu u Fažanski kanal. Oko 4 sata i 58 minuta brod je potresla snažna eksplozija. Brod je naletio na podvodnu minu i to u visini nadgrađa. Od 139 ukrcanih članova posade, čak njih 71 je pronašlo smrt u plavim dubinama. Brod još uvijek;doslovno
su okrenuli u smjer kako bi prošli između Planika i Oliba. Aldenham je sjeverno od Škrde tijekom okreta naletio na minu, koja je eksplodirala ispod kotlovnice. Brod se slomio na dva dijela, pramac je relativno brzo potonuo, a krma malo;doslovno
postaju žrtvama njemačkih podmornica ili mina. Brod Carica Milica već je 19. studenoga 1939. godine naletio na minu u Sjevernome moru i potonuo, a 16. ožujka 1940. godine nailaskom na minu, potonuo je i brad Slava u Bristolskome kanalu;doslovno
poginuo je 19. rujna 1991. u Petrinji (Turkulinova ulica) kada je njegovo vozilo naletjelo na protutenkovsku minu. Sjećanje španjolskog novinara (Globus 17. 11. 2017.): Španjolski novinar Gervasio Sánchez bio je u Vukovaru do 23.;doslovno
sanitetska kola. Izvukli smo četiri ranjenika, sjeli u ta druga kola, krenuli, a onda desnim kotačem naletjeli na minu i opet odletjeli u zrak. Imala sam motorolu u rukama i cijela bojišnica je slušala što se događa. I dečkima je bilo;doslovno
iznenađen. Događa se, tko zna kako su ušli u utakmicu. Nije lako kod Fulhama, mali su stadion i teren... Naletjeli su na minu. Arsenal je sad na trećoj poziciji, drugoplasirani Manchester United bježi mu samo dva boda, a sljedeće nedjelje na;frazeolosko
umjesto trčanja mogu šetati,sklekova moraju napraviti 15 i take šeme a kad ih se pita što bi da u misiji vozilo naleti na minu pa da im kolega bude ranjen kako bi ga nosile onda kažu da bi mu metak u glavu smjestile da mu skrate muke.Izvinjavam se;doslovno
"mina u Splitskim vratima pa su krenuli navedenim smjerom. HRM je postavila podvodne mine pred ratnom lukom Lora; na minu je naletjela barkasa i pogunulo je 5 vojnika pa je jugomornaricashvatila da više nije sigurna u ratnoj luci Lora. Nakon";doslovno
Čitala sam jedan od odličnih intervjua dr. Roberta Torrea, koji je baš tipično (tipično – 'hrvatski') naletio na javnu minu izdavši knjigu 'Prava istina o psihijatriji' u kojoj je naveo nešto istraživanja i iskusnih misli u svrhu kritike;frazeolosko
. Duttu je Burić nakon SC Freiburga asistirao i na klupi Bayer Leverkusena s kojim su igrali i Ligu Prvaka (i naletjeli na minu zvanu Barcelona), te Werdera iz Bremena za kojega je donedavno vezivao ugovor i solinda novčana apanaža. Burić, koji;frazeolosko
. Zapao je u nekakav polusan, ali je uskoro vatra zapalila njegovo skrovište. Nakon toga je krenuo dalje te je naletio na minu kod napuštenog nacističkog logora. U ovoj mu je nesreći ozbiljno stradalo jedno stopalo. Uspio se potom odvući u jarak;doslovno
ima novca na računu ili imovine koja mu se može ovršiti. Opasnosti posvuda. Kako vozači lako mogu naletjeti na minu i ostati bez vlastitog automobila nakon što ga lakovjerno posude osobi s problematičnim vozačkim statusom najbolje;frazeolosko
. Ipak, na tržištu ima svega, pa iako se na prvu loptu i5 i grafika čine kao sigurna oklada, moguće je naletjeti na minu i umjesto mrcine dobiti solidnjaka loših karakteristika ekrana. Proučite naš palac gore za kupnju i pronađite;frazeolosko
struju, aktivirati sustav gašenja i zatvoriti prostore. Bitno je da ukoliko se brod nasuče na siku, naleti na minu ili ga pogodi torpedo, posadu ne uhvati panika. Da se ponašaju po procedurama i riješe situaciju, te u konačnici spase;doslovno
, luk i strijela, lutke, dječji kostimi, plišanci... Prije kupnje pregledajte malo sustav RAPEX da ne naletite na minu Slučaj zgrade nove Žičare Sljeme: Jesu li povrijeđena autorska prava arhitekata zgrade u Oslu?;frazeolosko
"branitelj i u svojoj je knjizi 'Sakupljači gelera' opisao kako je sa sanitetskim vozilom naletio na tenkovsku minu, kažu u Uredu predsjednice. ""Dr. Prgomet, čovjek koji je bio u dva minska polja, najbolja je osoba koja može biti";doslovno
misiji nakon što je vozilo kojim je dostavljao hranu i lijekove ukrajinskim borcima naletjelo na protutenkovsku minu te je na mjestu poginuo. Ponavljamo, nema službenih informacija da je Tomislav Tkalac smrtno stradao. On se službeno;doslovno
Bordeaux, tri utakmice uzastopce dali su svojim protivnicima četiri gola, ali u osmini finala Kupa su naletjeli na minu. Ambicioznu momčad koja je nakon 23 kola usred bitke za pozicije koje dogodine iz Francuske vode u Europu izbacio je;frazeolosko
pogodaka domaćina. Kada jedna momčad u 33. minuti gubi 0:5 u Ligi prvaka ili se zove Dinamo ili je naletjela na bavarsku minu! To što se dogodilo Lilleu u prvih pola sata igre na Allianz Areni zove se teško stradanje! Nemilosrdno razigrani;frazeolosko
